DATE,SYM_ROOT,symbol,CPrc,OPrc,price_low_m,price_high_m,avg_price_m,total_vol_m,ivol_t,bs_ratio_vol,var_ratio3
2023-10-16,MSFT,MSFT,332.64,331.01,312.79,336.14,333.6201438,21205442,2.9303488E-8,0.0126481083,0.0523440453
2023-10-17,MSFT,MSFT,332.06,329.59,327.41,335.265,330.96703482,17188187,1.5481584E-8,0.0219694595,0.2503140751
2023-10-18,MSFT,MSFT,330.11,332.2,328.3,335.59,332.32202683,21825444,1.6211696E-8,0.029823768,0.3811123064
2023-10-19,MSFT,MSFT,331.32,332.1,330.11,336.88,333.58402837,24044936,1.3251732E-8,0.0135851918,0.1689344373
2023-10-20,MSFT,MSFT,326.67,331.88,324.8889,331.92,327.91058148,23660659,2.8277154E-8,0.0635726002,0.1978627654
2023-10-23,MSFT,MSFT,329.32,325.47,319.97,332.725,329.11865209,22837829,2.5888334E-8,0.0092009015,0.1908542305
2023-10-24,MSFT,MSFT,330.53,331.3,325.47,331.84,330.32411655,22322364,1.9294382E-8,0.0535235448,0.0978765912
2023-10-25,MSFT,MSFT,340.67,345,325.47,346.2,340.95759195,51510054,1.107809E-7,0.0406386919,0.077402887
2023-10-26,MSFT,MSFT,327.89,340.67,325.47,341.63,331.62654801,35304495,3.1868431E-8,0.0395989502,0.2812393585
2023-10-27,MSFT,MSFT,329.81,330.37,328.4,336.77,332.07490578,28632573,2.127373E-8,0.0003512316,0.1671907281
2023-10-30,MSFT,MSFT,337.31,333.33,329.32,339.4588,336.29178826,21268406,2.5275533E-8,0.0148286754,0.1634354265
2023-10-31,MSFT,MSFT,338.11,338.73,334.69,339,336.91575263,18161974,7.55154E-9,0.0178710703,0.023236065
2023-11-01,MSFT,MSFT,346.07,339.68,330.37,347.42,344.75246692,26816509,2.7034688E-8,0.0279923324,0.1034399194
2023-11-02,MSFT,MSFT,348.32,347,329.77,348.83,347.33831847,22467675,4.1498808E-8,0.0317032053,0.4536966232
2023-11-03,MSFT,MSFT,352.8,349.6,336.2821,354.39,351.78806495,22219539,3.0489759E-8,0.0338176083,0.0890220027
2023-11-06,MSFT,MSFT,356.53,353.41,332.38,357.54,355.96380548,22061940,6.8265686E-8,0.0252120267,0.1123040846
2023-11-07,MSFT,MSFT,360.53,359.3,335.28,362.47,360.75257963,22844769,8.5313602E-8,0.0157415015,0.131281221
2023-11-08,MSFT,MSFT,363.2,362,354,363.88,362.207178,21432652,1.3010745E-8,0.1067409719,0.4449918102
2023-11-09,MSFT,MSFT,360.69,362.15,331.77,364.79,362.38890713,19689087,6.1303629E-8,0.0137279314,0.0757632036
2023-11-10,MSFT,MSFT,369.67,361.49,329.81,370.1,366.76369504,24260223,1.1510932E-7,0.006682346,0.1912924224
2023-11-13,MSFT,MSFT,366.68,368,348.32,368.58,367.18539574,19107333,2.2737798E-8,0.0446249652,0.3573220859
2023-11-14,MSFT,MSFT,370.27,371.04,361.49,371.96,370.3054425,25519223,1.054605E-8,0.0118439943,0.0432313894
2023-11-15,MSFT,MSFT,369.67,371.24,360.53,373.15,369.86490854,25480214,1.1861379E-8,0.0205977115,0.1814365715
2023-11-16,MSFT,MSFT,376.17,371,329.82,376.36,374.65538237,25066749,1.0878153E-7,0.0406518278,0.1947838675
2023-11-17,MSFT,MSFT,369.85,374,331.05,376.17,370.92268041,36737753,9.6361368E-8,0.0094118665,0.2208846941
2023-11-20,MSFT,MSFT,377.44,371,329.32,378.87,375.92148045,42796615,1.3906333E-7,0.0370068337,0.2299649325
2023-11-21,MSFT,MSFT,373.07,375.68,371.12,378.715,372.97510139,23799607,1.0684212E-8,0.04532483,0.0750040535
2023-11-22,MSFT,MSFT,377.85,378,366.68,379.79,377.88631829,21978586,1.7355062E-8,0.0333263128,0.4480746668
2023-11-24,MSFT,MSFT,377.43,377,331.375,378,376.57562924,8990190,2.1962085E-7,0.1744177313,0.2191240719
2023-11-27,MSFT,MSFT,378.61,376.97,375.68,380.64,378.47039024,19918212,5.4390935E-9,0.001510721,0.3979998093
2023-11-28,MSFT,MSFT,382.7,378.24,331.375,383,381.3674475,19715129,1.3042465E-7,0.0098296282,0.1591598914
2023-11-29,MSFT,MSFT,378.85,383.59,377.44,384.3,379.55224617,22540700,9.1279676E-9,0.0693063383,0.0497301241
2023-11-30,MSFT,MSFT,378.91,378.49,375.47,380.09,377.41562068,26693927,7.5317912E-9,0.0126161287,0.1325388943
2023-12-01,MSFT,MSFT,374.51,376.77,369.85,378.91,373.79588611,28938899,1.8799122E-8,0.0211498091,0.2820561631
2023-12-04,MSFT,MSFT,369.14,369,361.58,380,366.53971941,30531290,1.9055582E-8,0.0628800757,0.2110696253
2023-12-05,MSFT,MSFT,372.52,366.35,318.52,375.06,371.02011954,22628553,1.6008411E-7,0.0610256323,0.1161276069
2023-12-06,MSFT,MSFT,368.8,373.71,321.88,374.18,370.19391799,19777095,1.2933813E-7,0.0244812459,0.2082917391
2023-12-07,MSFT,MSFT,370.95,368.23,364.41,372.2611,369.56568374,20098187,9.5237191E-9,0.0313652354,0.0250478901
2023-12-08,MSFT,MSFT,374.23,369,368.23,379.28,372.40872125,18287385,8.6232067E-9,0.0036214036,0.2285775395
2023-12-11,MSFT,MSFT,371.3,368.25,361.36,376.4863,369.02857822,25244843,4.9384057E-8,0.042376788,0.6343031995
2023-12-12,MSFT,MSFT,374.38,370.84,370.41,374.42,372.13710329,21895629,5.0687083E-9,0.0425443255,0.1243467008
2023-12-13,MSFT,MSFT,374.37,376.05,370.77,377.665,374.47310768,29064606,8.7878418E-9,0.0166280041,0.1489267844
2023-12-14,MSFT,MSFT,365.93,373.3,364.11,374.37,367.48422057,41939932,1.5850134E-8,0.0655384282,0.2238889454
2023-12-15,MSFT,MSFT,370.73,366.28,365.93,373.67,370.3602893,58117591,5.613576E-8,0.2383761527,0.0850707048
2023-12-18,MSFT,MSFT,372.65,369.61,368.68,373,371.43229083,19429568,2.8437853E-8,0.0293643607,0.0818216609
2023-12-19,MSFT,MSFT,373.26,371.67,369.82,377.85,371.81487433,17749528,7.0078928E-9,0.0252363445,0.1529082592
2023-12-20,MSFT,MSFT,370.62,375,365.9026,378.49,373.88754211,24706163,2.6725238E-8,0.009597226,0.0144086239
2023-12-21,MSFT,MSFT,373.54,372.48,365.93,374.415,371.93991412,15753081,7.8265541E-9,0.0123096247,0.0038467935
2023-12-22,MSFT,MSFT,374.58,373.54,370.85,375.8,374.38324485,16519354,4.0700344E-9,0.1672485073,0.3933096044
2023-12-26,MSFT,MSFT,374.66,375,367.38,376.95,374.76607941,11677408,7.8507568E-9,0.025547742,0.2832858463
2023-12-27,MSFT,MSFT,374.07,373.81,369.14,375.086,373.62205599,13753369,1.0120496E-8,0.0132775776,0.1818837908
2023-12-28,MSFT,MSFT,375.28,375.12,373.07,376.47,375.3846841,13608373,5.0086396E-9,0.0096841462,0.3305774779
2023-12-29,MSFT,MSFT,376.04,376,373.45,377.17,375.84577394,17671802,4.8523294E-9,0.0338802072,0.1468161075
2023-01-03,NVDA,NVDA,143.15,148.51,140.96,149.96,143.52964593,39014625,2.2577479E-7,0.0218721713,0.2005910269
2023-01-04,NVDA,NVDA,147.49,145.6,142.41,148.55,146.10561407,42070091,3.9314276E-8,0.0077949178,0.0339715235
2023-01-05,NVDA,NVDA,142.65,145,141.468,145.66,143.12307715,37757978,2.566811E-8,0.0037802989,0.2840431927
2023-01-06,NVDA,NVDA,148.59,144.89,140.33,159.87,145.87134318,39058861,2.0312777E-7,0.0272956237,0.1020621631
2023-01-09,NVDA,NVDA,156.28,152.94,145.6,161.55,157.9772211,49064759,1.1279262E-7,0.0249123341,0.2517098246
2023-01-10,NVDA,NVDA,159.09,154.8,149.75,159.62,157.39618295,37033409,1.0245024E-7,0.0218131808,0.5267191121
2023-01-11,NVDA,NVDA,160.01,158.33,155.63,160.28,158.0298473,34000278,2.2537361E-8,0.0228985605,0.5137053205
2023-01-12,NVDA,NVDA,165.11,160.96,154.92,166.37,161.93782682,52761450,2.6941643E-8,0.0229999411,0.2331325917
2023-01-13,NVDA,NVDA,168.99,162.77,161.65,169.22,166.67269272,43486246,2.1810298E-8,0.0223184141,0.3467281659
2023-01-17,NVDA,NVDA,177.02,169,168.92,177.28,175.04982873,49735465,1.9744714E-7,0.0471251965,0.2471206169
2023-01-18,NVDA,NVDA,173.77,176.8,172.5,178.74,175.2547006,42460095,1.1353616E-7,0.0410885396,0.3369479883
2023-01-19,NVDA,NVDA,167.65,170.48,167.31,173.77,169.40794408,43737267,5.7013873E-8,0.0119170792,0.1012253186
2023-01-20,NVDA,NVDA,178.39,170.08,168.25,178.56,174.19579765,55207584,3.6002669E-8,0.0236910155,0.1002173234
2023-01-23,NVDA,NVDA,191.93,180.65,168.99,192.45,187.91310713,63924957,2.3562517E-7,0.0164489581,0.2770011996
2023-01-24,NVDA,NVDA,192.65,188.51,170.7,194.95,191.43068348,47053890,1.2089774E-7,0.026815598,0.3648703903
2023-01-25,NVDA,NVDA,193.23,189.13,185.8,193.7,189.85176004,43895129,3.6749213E-8,0.0281632946,0.0748685692
2023-01-26,NVDA,NVDA,198.02,197.1,192.78,201.66,196.42898299,47189813,2.6215186E-7,0.0691850844,0.1174271633
2023-01-27,NVDA,NVDA,203.65,194.68,194.05,206.28,201.86191104,52293244,4.4621838E-8,0.0065095674,0.022308444
2023-01-30,NVDA,NVDA,191.62,199.57,191.5,202.558,195.73979347,47211615,4.2078525E-7,0.0410920701,0.4983781978
2023-01-31,NVDA,NVDA,195.37,191.61,189.5,196.88,193.99720293,47009338,2.4060938E-7,0.0543178464,0.0099879407
2023-02-01,NVDA,NVDA,209.43,196.95,195.37,211.93,203.59309334,63985538,3.6221874E-8,0.0335720998,0.0648101652
2023-02-02,NVDA,NVDA,217.09,210,199.92,219.49,214.51624126,54206849,1.4881715E-7,0.076455059,0.1723374476
2023-02-03,NVDA,NVDA,211,209.64,207.865,217.45,213.20125794,41174259,1.8199464E-7,0.0762797803,0.1278670409
2023-02-06,NVDA,NVDA,210.89,207.9,207.86,215.7,212.02603677,43495523,1.2099743E-7,0.0416843838,0.1863093619
2023-02-07,NVDA,NVDA,221.73,213.67,211.5,222.6,216.90903321,64837894,3.6335827E-8,0.033461971,0.1670961887
2023-02-08,NVDA,NVDA,222.05,224,220.0801,228.8,223.98917558,53039649,1.5914163E-7,0.0388918007,0.1095093504
2023-02-09,NVDA,NVDA,223.37,226.08,221.2,230.2,226.85952428,50755002,7.1442273E-8,0.0111376181,0.2686643285
2023-02-10,NVDA,NVDA,212.65,216.76,208.1,223.23,213.09980221,53375854,4.0880402E-7,0.0428834321,0.1269653242
2023-02-13,NVDA,NVDA,217.88,215.39,209.6,226.08,216.85860423,46129586,5.8212245E-8,0.0115383294,0.1281063765
2023-02-14,NVDA,NVDA,229.71,215.73,213.66,230.49,225.87272974,64658591,7.2925841E-8,0.0104685553,0.2152608626
2023-02-15,NVDA,NVDA,227.64,225.46,195.65,229.71,225.31645441,40428207,1.3717196E-7,0.0457844334,0.2246487758
2023-02-16,NVDA,NVDA,220.02,221.39,219.268,225.5,222.60393986,39299404,3.6605394E-8,0.0430596377,0.3664531399
2023-02-17,NVDA,NVDA,213.88,216.35,209.75,220.02,213.2604513,45145693,1.2838296E-7,0.0923405377,0.2329821579
2023-02-21,NVDA,NVDA,206.55,210,206.18,214.938,209.6589152,38452977,2.1776021E-7,0.0428183102,0.1472880879
2023-02-22,NVDA,NVDA,207.54,207.07,204.21,211.09,207.78890654,41656782,4.8288407E-8,0.056076678,0.1461772489
2023-02-23,NVDA,NVDA,236.64,234.48,206.765,238.88,235.46313601,105228073,8.2603104E-7,0.0665353502,0.343900203
2023-02-24,NVDA,NVDA,232.86,231.97,229.47,234.74,232.01574449,56623617,2.8047815E-7,0.0263296863,0.1087715354
2023-02-27,NVDA,NVDA,235.01,236.69,234.52,238.8,236.60647947,42548344,1.0560754E-7,0.0505432697,0.4501109199
2023-02-28,NVDA,NVDA,232.16,233.63,213.88,238.25,235.24019603,42085209,8.463286E-8,0.0132176955,0.3700689217
2023-03-01,NVDA,NVDA,226.98,232.12,206.55,232.59,227.91480053,41674929,9.6524797E-8,0.0261620507,0.1385029873
2023-03-02,NVDA,NVDA,233.14,224.86,224.32,233.8088,229.21771019,36877776,1.3352456E-8,0.0047030748,0.2118400671
2023-03-03,NVDA,NVDA,238.9,233,231.3,239,235.25498329,39047214,3.5341514E-8,0.0181910404,0.4235947262
2023-03-06,NVDA,NVDA,235.54,239,234.87,242.48,238.62143628,41943342,2.2162477E-8,0.0572088356,0.1877329544
2023-03-07,NVDA,NVDA,232.88,236.08,232.407,241.25,236.90520896,50859593,1.9379502E-8,0.0520819216,0.273690381
2023-03-08,NVDA,NVDA,241.81,234.61,232.88,242,238.66795902,50426255,3.0664876E-8,0.0289467462,0.1034468424
2023-03-09,NVDA,NVDA,234.36,241.81,233.82,244.54,239.46565608,48406872,1.7536917E-8,0.0733263704,0.0268569286
2023-03-10,NVDA,NVDA,229.65,234,227.26,236.27,230.90959922,45648276,2.5179468E-8,0.0603849003,0.0001432634
2023-03-13,NVDA,NVDA,229.66,227.52,222.51,232.98,229.26834668,40057496,7.1107758E-8,0.0135910416,0.7706512722
2023-03-14,NVDA,NVDA,240.63,234.81,227.60135,242.2,239.24371204,45525766,4.5505186E-8,0.0329808702,0.3245741874
2023-03-15,NVDA,NVDA,242.28,237.64,225.98,242.86,237.78097772,50013295,4.783764E-8,0.020178484,0.0833707008
2023-03-16,NVDA,NVDA,255.41,240,238.94,255.88,249.27813981,55927232,7.5652169E-8,0.0830398383,0.0133325718
2023-03-17,NVDA,NVDA,257.25,260,233.5522,263.99,259.76920526,79418929,1.1674715E-7,0.0292985116,0.0336496136
2023-03-20,NVDA,NVDA,259,256.15,235.22,260.24,256.57383947,41107446,2.617823E-7,0.0654864877,0.0958340224
2023-03-21,NVDA,NVDA,261.99,261.71,234.36,263.92,260.33639818,52662122,3.7341354E-7,0.0534900284,0.0119606284
2023-03-22,NVDA,NVDA,264.68,264.15,261.99,275.89,270.08959066,77148452,2.1238617E-8,0.038590775,0.0713535752
2023-03-23,NVDA,NVDA,271.91,271.17,264.68,274.99,271.98814975,54444392,2.852481E-8,0.0659332962,0.3502635488
2023-03-24,NVDA,NVDA,267.79,270.28,257.635,271.91,266.35066991,44007233,3.3084383E-8,0.0604738654,0.1384456424
2023-03-27,NVDA,NVDA,265.31,268.23,263.65,270,266.576735,34770596,4.6361423E-8,0.0831572385,0.066565491
2023-03-28,NVDA,NVDA,264.1,264.31,258.5,265.13,261.55548331,34784795,2.3501729E-8,0.0549328434,0.0522890863
2023-03-29,NVDA,NVDA,269.84,268.17,263.78,270.79,268.98742048,37452619,1.4562948E-8,0.0567095708,0.1381940894
2023-03-30,NVDA,NVDA,273.83,272.01,269.84,275,273.27760595,34592240,8.6503784E-9,0.0064525847,0.0108663276
2023-03-31,NVDA,NVDA,277.77,271.1,271.05,278.3431,275.71468008,41381692,2.3438652E-8,0.0154768254,0.0225922779
2023-04-03,NVDA,NVDA,279.65,275,264.68,280,276.78334685,38200781,3.3298196E-8,0.0063065956,0.3562629383
2023-04-04,NVDA,NVDA,274.53,279.71,273.07,280,276.18569869,35686900,1.544086E-8,0.0363051482,0.3825894539
2023-04-05,NVDA,NVDA,268.81,268.29,263.95,269.98,266.59737393,48626530,1.3653653E-8,0.0223552953,0.0114214402
2023-04-06,NVDA,NVDA,270.37,265.87,263.86,270.8,268.55957454,36628866,1.1517997E-8,0.0074579958,0.0775766738
2023-04-10,NVDA,NVDA,275.79,268.31,266.69,279.6968,272.89334986,36596923,6.8033295E-8,0.0316438357,0.1070606818
2023-04-11,NVDA,NVDA,271.69,277.45,271.26,277.9,273.27492514,29536077,2.3427114E-8,0.0609238502,0.2229882036
2023-04-12,NVDA,NVDA,264.95,273.41,264.475,274.6799,267.76562775,42844298,1.311664E-8,0.0779275384,0.0833397697
2023-04-13,NVDA,NVDA,264.63,267.21,263.28,268.869,266.67697654,33952824,1.1951295E-8,0.0291526779,0.3289814504
2023-04-14,NVDA,NVDA,267.58,265.12,262.19,268.84,265.6911102,38380687,6.5141356E-8,0.0135698479,0.0931169453
2023-04-17,NVDA,NVDA,270.02,265.71,264.31,270.06,267.2055094,30694027,2.1257939E-8,0.0107207916,0.1091286743
2023-04-18,NVDA,NVDA,276.67,275.42,273.57,281.1,277.67706891,57612939,1.5770761E-8,0.0016343013,0.2523385946
2023-04-19,NVDA,NVDA,279.31,273.7,272.32,280,277.38911825,34190626,7.4677464E-9,0.0278248401,0.2120764871
2023-04-20,NVDA,NVDA,271.04,276.79,268.31,280.3,275.5940601,40780821,1.8310883E-8,0.048565735,0.0413756616
2023-04-21,NVDA,NVDA,271.19,269.37,267.21,280,269.81012833,32926857,1.8775977E-8,0.0081316298,0.1048384173
2023-04-24,NVDA,NVDA,270.42,270.13,264.31,273.6599,270.11399229,30711340,4.3973322E-8,0.0118894742,0.1527706667
2023-04-25,NVDA,NVDA,262.41,270.79,262.24,279.4749,265.72251118,35519296,5.9127455E-8,0.0227624502,0.066233669
2023-04-26,NVDA,NVDA,269.56,270.1,267.051,273.3046,270.5168105,38961384,1.4848387E-8,0.0073204922,0.0368867914
2023-04-27,NVDA,NVDA,272.26,273.68,266.2501,274.95,269.5019859,36227795,1.6475677E-8,0.0587227868,0.0592339857
2023-04-28,NVDA,NVDA,277.49,272.26,270.7,277.58,274.51609671,28080166,1.6061998E-8,0.0030224193,0.1838433978
2023-05-01,NVDA,NVDA,289.1,278.49,277.49,290.5844,286.07892329,55693565,1.38474E-8,0.0174325901,0.2679316843
2023-05-02,NVDA,NVDA,282.1,286.89,280.83,289.1,283.64006935,38673925,1.1761368E-7,0.0281395481,0.0357412684
2023-05-03,NVDA,NVDA,278.02,278.31,264.63,283.67,279.05219921,37210519,4.0476099E-8,0.034643144,0.3986888342
2023-05-04,NVDA,NVDA,275.62,276.25,272.4,278.6,275.72438755,31131769,2.1492001E-8,0.0326355649,0.2905558385
2023-05-05,NVDA,NVDA,286.8,278.28,275.62,287.56,283.95413285,34047871,1.490984E-8,0.012412456,0.3479161899
2023-05-08,NVDA,NVDA,291.51,285.17,283.5,292.2,288.32375264,33690704,6.3790596E-8,0.0138009337,0.1343518016
2023-05-09,NVDA,NVDA,285.71,288.69,284.5,291.5136,286.35060602,28997540,1.6597606E-8,0.0712644725,0.2888761972
2023-05-10,NVDA,NVDA,288.85,290.25,284.6,291.13,288.55956164,34838881,8.3921174E-9,0.0290097807,0.0192702112
2023-05-11,NVDA,NVDA,285.78,289.22,282.45,289.58,285.55329913,31095982,6.4473687E-9,0.0627032433,0.0046839003
2023-05-12,NVDA,NVDA,283.4,285.29,274.53,287.8,283.19103308,26928361,2.6704983E-8,0.0350840296,0.2004375732
2023-05-15,NVDA,NVDA,289.53,285.12,281.52,289.69,286.29239789,27987347,5.5850116E-8,0.0104564229,0.1405452129
2023-05-16,NVDA,NVDA,292.13,288.41,288.32,298.7,294.2862611,44053858,2.4171622E-8,0.002499264,0.0201994714
2023-05-17,NVDA,NVDA,301.78,295.73,281.3,301.99,298.70314165,41280398,4.4816302E-8,0.0074937451,0.0850808034
2023-05-18,NVDA,NVDA,316.78,304.01,301.7783,318.28,313.2830246,72148107,5.8858477E-8,0.0048786646,0.0502470472
2023-05-19,NVDA,NVDA,312.64,315,300.02,316.78,312.38057581,45355376,2.41846E-8,0.0689964022,0.2215684029
2023-05-22,NVDA,NVDA,311.76,309.01,306.8,315.207,312.17923502,35515873,1.6815655E-8,0.0507371138,0.170720424
2023-05-23,NVDA,NVDA,306.88,310,306.31,312.88,309.17987265,34054571,2.0725401E-8,0.106856257,0.151177193
2023-05-24,NVDA,NVDA,305.38,302,298.06,306.88,301.33755638,48500427,1.6484095E-8,0.0674215953,0.1742586291
2023-05-25,NVDA,NVDA,379.8,385.1,366.34,394.8,382.13066039,139107727,1.5973902E-7,0.007588559,0.2078412437
2023-05-26,NVDA,NVDA,389.46,378.66,375.5,391.7,384.91069978,68902647,3.4516702E-8,0.0186675414,0.1432050959
2023-05-30,NVDA,NVDA,401.11,405.96,385,419.4,407.27553977,85588517,9.151175E-8,0.0554746297,0.1766879826
2023-05-31,NVDA,NVDA,378.34,395,378.22,410.06,388.21294997,88513485,5.9583172E-8,0.0272088463,0.0102112687
2023-06-01,NVDA,NVDA,397.7,385,378.52,401.31,393.05223125,59755699,3.3819734E-8,0.0636423249,0.2300076844
2023-06-02,NVDA,NVDA,393.27,400.97,375.015,405.04,395.49946665,45914276,3.8742363E-8,0.0860672643,0.2274781067
2023-06-05,NVDA,NVDA,391.71,388.9,384.81,404.29,390.93508092,37785351,4.9543121E-8,0.0226568094,0.3579832283
2023-06-06,NVDA,NVDA,386.54,388.41,381.45,397.7,387.25928171,37049786,2.1906345E-8,0.0404669439,0.036286946
2023-06-07,NVDA,NVDA,374.75,389.01,373.55,399.04,383.92394281,49004701,5.2326255E-8,0.0433561047,0.1862004615
2023-06-08,NVDA,NVDA,385.1,377,374.5,401.915,383.54737305,40241045,3.0452843E-8,0.0175319342,0.1401161827
2023-06-09,NVDA,NVDA,387.7,390.3,384.86,397.11,391.14235586,40924352,3.4300208E-8,0.0126819148,0.0058279959
2023-06-12,NVDA,NVDA,394.82,391.99,386.18,397.7,389.87345951,36796520,1.7049828E-8,0.0020175637,0.0990545505
2023-06-13,NVDA,NVDA,410.22,401.79,386.795,411.01,405.2256956,58551080,4.3590062E-8,0.0160349477,0.0824411837
2023-06-14,NVDA,NVDA,429.97,408.34,405.52,430,419.14112477,69900727,2.3032286E-8,0.0628131517,0.1486225308
2023-06-15,NVDA,NVDA,426.53,426.15,388.87,432.89,427.92199449,54050741,5.3252741E-8,0.0440861665,0.1488709499
2023-06-16,NVDA,NVDA,426.92,435.15,396.3,437.21,432.91177499,60671368,7.30139E-8,0.0020047043,0.206153411
2023-06-20,NVDA,NVDA,438.08,429.9,426.73,439.9,432.74865401,42253469,1.7642227E-8,0.0104573241,0.0665694544
2023-06-21,NVDA,NVDA,430.45,435,420.8,438.08,428.12768747,53135750,2.2439345E-8,0.0770357856,0.0788693802
2023-06-22,NVDA,NVDA,430.25,422.55,422.31,434.26,429.77837253,39441257,2.898151E-8,0.0193347299,0.0929812221
2023-06-23,NVDA,NVDA,422.09,424.64,420.15,430.25,423.97568148,34197384,1.1205811E-8,0.0341953301,0.3205970786
2023-06-26,NVDA,NVDA,406.32,424.53,374.75,427.66,412.08111641,56829491,9.6136769E-8,0.0621843576,0.0549424646
2023-06-27,NVDA,NVDA,418.76,408.18,404.48,426.53,412.13029779,43599580,4.0900311E-8,0.0310207429,0.2054196994
2023-06-28,NVDA,NVDA,411.17,406.6,404.5,418.45,412.10958732,54598158,4.5023708E-8,0.0174124847,0.3610268869
2023-06-29,NVDA,NVDA,408.22,415.51,406,416,409.7271296,36046835,1.3045047E-8,0.0834435894,0.215673309
2023-06-30,NVDA,NVDA,423.02,416.67,408.22,425.51,422.24512223,47743039,1.8490521E-8,0.0445722523,0.1692553631
2023-07-03,NVDA,NVDA,424.13,425.11,422.02,429,425.10714387,18983815,1.389646E-7,0.0191902456,0.0113567963
2023-07-05,NVDA,NVDA,423.17,421.39,421,431.77,427.04918187,31157458,4.6664967E-8,0.0066622047,0.0151966168
2023-07-06,NVDA,NVDA,421.03,418.27,406.6,421.79,417.7033462,28520198,2.9006927E-8,0.0055340082,0.2598179799
2023-07-07,NVDA,NVDA,425.03,423.23,421.03,432.14,428.00235958,33762335,1.4141844E-8,0.0318859341,0.1207328689
2023-07-10,NVDA,NVDA,421.8,426.8,416.49,428.11,421.10995159,33271957,1.3216206E-8,0.0026583255,0.0177693249
2023-07-11,NVDA,NVDA,424.05,425,420.66,427.58,423.626914,27619413,1.4842784E-8,0.0140186746,0.1138029857
2023-07-12,NVDA,NVDA,439.02,430,394.82,439.35,435.96517948,45016419,7.0204083E-8,0.0108002651,0.1757106199
2023-07-13,NVDA,NVDA,459.77,445.53,439.02,461.55,451.27638753,44510770,1.5057979E-8,0.0358718663,0.2484088289
2023-07-14,NVDA,NVDA,454.69,465.96,422.51,480.88,467.50779405,74586962,5.154587E-8,0.0363683656,0.133142522
2023-07-17,NVDA,NVDA,464.61,462.82,452.6,464.96,458.57020809,48951234,2.4610106E-8,0.047166249,0.2538555996
2023-07-18,NVDA,NVDA,474.94,467.03,422.09,478.9599,468.48129335,54645336,4.1330785E-8,0.0221992848,0.0031244072
2023-07-19,NVDA,NVDA,470.77,474.73,467.42,478.18,471.53531269,41019553,1.4973126E-8,0.0033278942,0.1246893718
2023-07-20,NVDA,NVDA,455.2,465,448.86,470.88,459.60976713,51761411,2.3593588E-8,0.0675720838,0.1802261838
2023-07-21,NVDA,NVDA,443.09,457.88,441,458.66,448.43930672,74247562,3.1689413E-8,0.0030621471,0.2619541894
2023-07-24,NVDA,NVDA,446.12,447.34,440.4,451.1,446.20806475,34823805,4.8258861E-8,0.0704086065,0.1508724277
2023-07-25,NVDA,NVDA,456.79,449.43,445.11,461.8799,457.87500443,32945613,3.3311113E-8,0.0073987735,0.4083926392
2023-07-26,NVDA,NVDA,454.52,460.21,446.3,460.53,452.91530066,35102723,3.2970916E-8,0.0520057805,0.3553859217
2023-07-27,NVDA,NVDA,459,465.09,444.77,473.95,466.89641637,44103955,2.5740612E-8,0.0112756778,0.0003020431
2023-07-28,NVDA,NVDA,467.5,466.63,459,470.27,467.03212665,31391340,1.7456887E-8,0.0404568975,0.048668524
2023-07-31,NVDA,NVDA,467.29,467.5,465,471.3,467.54433959,24034292,1.4035748E-8,0.0333944927,0.2586264578
2023-08-01,NVDA,NVDA,465.07,464.56,460.27,469.01,464.82307034,22636823,3.1675896E-8,0.0635320692,0.0345164424
2023-08-02,NVDA,NVDA,442.69,458,433.87,465.07,444.62777118,51556754,8.2404678E-8,0.0868234683,0.1282491044
2023-08-03,NVDA,NVDA,445.15,438.5,437.76,451.19,446.52373391,30980896,2.8129017E-8,0.0483641904,0.0439276863
2023-08-04,NVDA,NVDA,446.8,449.96,438.5,456.45,450.19912243,34903311,4.7567841E-8,0.065462792,0.0586654146
2023-08-07,NVDA,NVDA,454.165,451,445.62,455.4,451.12483089,30940348,4.852133E-8,0.0267176007,0.036817046
2023-08-08,NVDA,NVDA,446.64,448.53,440.56,454.165,446.08380852,34131000,2.4311866E-8,0.0331551858,0.0375087799
2023-08-09,NVDA,NVDA,425.54,442.8,421.34,446.64,429.80481533,56928264,4.6111332E-8,0.0851959104,0.4624744555
2023-08-10,NVDA,NVDA,423.88,421.4,418.35,435.74,426.43035241,46569643,9.8644059E-8,0.061588622,0.0112296588
2023-08-11,NVDA,NVDA,408.55,417.5,406.39,420.18,411.9842287,51287321,3.1717407E-8,0.0886490401,0.0028516234
2023-08-14,NVDA,NVDA,437.53,405,403.11,446.8,426.16183042,65348807,9.5159794E-8,0.0141364497,0.1637801612
2023-08-15,NVDA,NVDA,439.4,445.63,415.09,452.7,443.88259469,64317681,5.8079521E-8,0.0197169817,0.1926478429
2023-08-16,NVDA,NVDA,434.86,445.3,425.3,446.75,439.58218786,52208811,1.9967465E-8,0.0556478646,0.3599028097
2023-08-17,NVDA,NVDA,433.435,439.72,430.01,440.62,435.24792421,42417496,2.531758E-8,0.062715349,0.1784661488
2023-08-18,NVDA,NVDA,432.99,426,416.58,435.78,426.17208826,56442737,1.0089198E-7,0.0650130808,0.0375477801
2023-08-21,NVDA,NVDA,469.67,444.98,442.22,470.65,457.20693955,65255469,3.4883268E-8,0.0104070977,0.1421465768
2023-08-22,NVDA,NVDA,456.68,481.28,452.8799,481.9,462.48817041,71952765,6.2140466E-8,0.0713636416,0.1922318421
